Project Name,Organization,Station Name,Station #,Station Status,Water Body Id,Water Code,River,Description,Station Type,Aquatic Model Index,RW Watershed,Quadi,Township,Range,Section,Quarter Section,Grid,StationQuad,Wqcc Watershed,HydroUnit,Eco Region,Elevation,Watershed Report,Longitude,Latitude,WS Report,WS Report Data,Utmx,Utmy,County,State,Near City,Region,USGS/DWR Gauge,Gauge Id,State Engineering,Comments
RFCon,Glenwood Spgs HS (21),Dev Br,47,NonActive,COLCLC01,COLORADO RIVER # 3 - RIFLE CR to ROARING FK R,Colorado,"At Glenwood Spgs exit off I-70, turn left at the traffic light (onto 6th St).  Proceed approx 1/3 mi to Devereaux Rd and turn left.  Proceed another 1/3 mi to bridge over Colorado River.",Chemical,,CO,M-15,6S,89W,Colorado,,E3,Glenwood Springs,Upper Colorado,14010005,CO Plateaus Desert Shrublands,5700,Middle Colorado (Eagle R conf to Palisade),-107.3363444,39.55215782,,,299263,4380660,Garfield,Colorado,Glenwood Spgs,13N,No,,No,"3/21/13 - BS Moved fr WBID of COUCUC03. 
Aq. Index NULL"
RiverWatch,CMC-Timberline (281),Granite,48,NonActive,COARUA03,ARKANSAS R #9B - CLEAR CR to LAKE CR,Arkansas,Sample at Arkansas River gaging station within the town Granite.,Chemical,AR1530,AK,Q-23,11S,79W,Arkansas,,A3,Granite,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,8928,Upper Arkansas (Source to Pueblo Res),106.265307,39.043231,,,390487,4322298,Chaffee,Colorado,Leadville,13N,Yes,,No,
RiverWatch,CPW - WR (405),Trinidad Lake,49,Active,COARLA05B,"LONG CANYON - SW side/TRINIDAD LK, out of NM",Long Canyon Cr,"Fr I-25 nr Trinidad, take exit 14B and go W on Hwy 12 (Hwy of Legends).  Go L at CR 18.3 and follow to T (Fedora Dr).  Go L approx 100 m to parking area on right.  Park and walk to creek.",Sandy Substrate,AR0401,AK,,34S,64W,Long Canyon Cr,NWSE,A5,Starkville,Arkansas,11020010,S Rockies Low to Middle Elevation Semi-Desert Shru,6274,Lower Arkansas Tribs,-104.6055,37.1152,,,535031,4107721,Las Animas,Colorado,Trinidad,13N,No,,No,1/25/17 - BS completed metadata.  Google map attached to Station Info sheet.
NWCOG,Keystone SS (23),Keystone G USGS,50,NonActive,COUCBL08,"KEYSTONE GULCH - SNAKE R, SE of Keystone",Keystone G,"From US Hwy 6 in town of Keystone, turn south onto W Keystone Rd (only traffic light in town), then left immediately.  Continue 0.4 mi to Soda Ridge Rd and turn right.  Proceed 1/2 mi before turning left onto Keystone Gulch Rd; continue another 1/2 mi to pullout on the right (just above beaver pond next to road).  Stop here and follow path approx 35 yds north to gaging station.",Chemical,CR0059,CO,M-26,5S,77W,Keystone G,NENE,E8,Keystone,Blue,14010002,S Rockies Low to Middle Elevation Semi-Desert Shru,9356,Upper Colorado (Source to Eagle conf),-105.9731,39.5947,,,416451,4383227,Summit,Colorado,Keystone,13N,Yes,,No,"3/11/13 - Mod WC to 20848, from 17120."
Blue River Watershed Group,Blue River Watershed Group (251),Snake Conf,51,NonActive,COUCBL06A,SNAKE RIVER #1 - DILLON RES to N FK SNAKE R,Snake,"From US Hwy 6 in town of Keystone, turn south onto W Keystone Rd (only traffic light in town), then left immediately.  Continue 0.4 mi to Soda Ridge Rd and turn right.  Proceed exactly 1/2 mi before turning right onto Wild Irishman Rd.  Proceed 1/10 mi to where road curves to the right.  Take footpath on left down to Snake River.","Biological, Chemical, Physical",CR0060,CO,M-26,5S,77W,Snake,,E8,Keystone,Blue,14010002,S Rockies Low to Middle Elevation Semi-Desert Shru,9200,Upper Colorado (Source to Eagle conf),-105.9772256,39.60342596,,,416103,4384199,Summit,Colorado,Keystone,13N,No,,No,
NWCOG,Keystone SS (23),KSS Br,52,NonActive,COUCBL06A,SNAKE RIVER #1 - DILLON RES to N FK SNAKE R,Snake,"From junction of US Hwy 6 & W Keystone Rd in town of Keystone (only traffic light in town), travel 1.2 mi west on 6 to bridge over Snake River.  Station is at footbridge just upstream.",Chemical,CR0061,CO,M-26,5S,77W,Snake,,E8,Keystone,Blue,14010002,S Rockies Low to Middle Elevation Semi-Desert Shru,9120,Upper Colorado (Source to Eagle conf),-105.9961472,39.60139114,,,414476,4383991,Summit,Colorado,Keystone,13N,No,,No,
RiverWatch,Plateau Valley HS (24),At PVHS,53,NonActive,COLCLC16,PLATEAU CREEK #1 - COLO R #2 to VEGA RES,Plateau Cr,"From town of Collbran, travel 1.7 mi west on state hwy 330 to Plateau Valley HS.  Station is on Plateau Cr behind school.",Chemical,CR0062,CO,P-10,9S,95W,Plateau Cr,,B8,Collbran,Lower Colorado,14010005,CO Plateaus Desert Shrublands,5800,Middle Colorado (Eagle R conf to Palisade),-107.9972409,39.23458281,,,241299,4347091,Mesa,Colorado,Collbran,13N,No,,No,2/19/14 - BS moved from WBID COLCLC15.
RiverWatch,Grand Mesa HS (25),Job Corps Br,54,NonActive,COLCLC16,PLATEAU CREEK #1 - COLO R #2 to VEGA RES,Plateau Cr,"From town limit of Collbran, travel approx 0.6 mi west on state hwy 330 to Job Corps bldg.  Station is behind Job Corps.",Chemical,CR0063,CO,P-10,9S,95W,Plateau Cr,,B8,Collbran,Lower Colorado,14010005,CO Plateaus Desert Shrublands,5920,Middle Colorado (Eagle R conf to Palisade),-107.9779988,39.24029274,,,242981,4347670,Mesa,Colorado,Collbran,13N,No,,No,2/19/14 - BS moved fr WBID COLCLC15.
RiverWatch,Grand Mesa HS (25),Buzzard Cr Br,55,NonActive,COLCLC15D,BUZZARD CREEK #1 - PLATEAU CR to CHENEY CR,Buzzard Cr,"Within town of Collbran, follow eastbound state hwy 330 to point where hwy joins Peninsula Rd.  Turn left (departing from hwy 330) and proceed approx 0.2 mi to bridge over Buzzard Creek.",Chemical,CR0064,CO,P-10,9S,95W,Buzzard Cr,SWSE,B8,Collbran,Lower Colorado,14010005,CO Plateaus Desert Shrublands,5989,Middle Colorado (Eagle R conf to Palisade),-107.9623,39.2419,,,244343,4347800,Mesa,Colorado,Collbran,13N,No,,No,2/19/14 - BS moved fr 4347737/244244 to put on Buzzard Cr.
RiverWatch,Plateau Valley HS (24),Collbran,56,NonActive,COLCLC15C,PLATEAU CREEK #1 - COLO R #2 to VEGA RES,Plateau Cr,"Within town of Collbran, follow eastbound state hwy 330 to point where hwy joins Peninsula Rd.  Station is on Plateau Cr, just southeast of this intersection.",Chemical,CR0065,CO,P-10,9S,95W,Plateau Cr,,B8,Collbran,Lower Colorado,14010005,CO Plateaus Desert Shrublands,6000,Middle Colorado (Eagle R conf to Palisade),-107.9601608,39.24062174,,,244522,4347656,Mesa,Colorado,Collbran,13N,No,,No,
RiverWatch,Emily Griffith Center (39),Griffith Center,57,NonActive,COSPUS10A,"PLUM CREEK, EAST - PLUM CR, S of Sedalia",E Plum Cr,"From the town of Palmer Lake, travel approx 4.5 mi north on state hwy 105 to Griffith Center driveway (just before bridge over E Plum Cr).  Turn left into driveway, then proceed north (past horse arena) on foot to E Plum Cr.  Follow creek west to just below concrete dam.",Sandy Substrate,SP1560,SP,P-34,10S,67W,E Plum Cr,,B8,Larkspur,Upper South Platte,10190002,SW Tablelands Grasslands,6920,"S Platte Tribs not in list,N Platte Main and Tribs",-104.9311193,39.18428977,,,505949,4337230,Douglas,Colorado,Larkspur,13N,No,,No,Aq. Index > 200m
RiverWatch,Emily Griffith Center (39),Perry Pk,58,NonActive,COSPUS10A,"PLUM CREEK, WEST - PLUM CR, NW of Castle Rock",W Plum Cr,"From the town of Larkspur, travel west 3 mi on Perry Park Ave to state hwy 105 (Perry Park Rd).  Continue west (then north) on 105 for approx 2.75 mi, then turn left on road to Glen Grove Sch.  Proceed to bridge over W Plum Cr, station is 20-30 yds downstream.",Sandy Substrate,SP1049,SP,O-34,9S,69W,W Plum Cr,,C8,Dawson Butte,Upper South Platte,10190002,SW Tablelands Grasslands,6340,"S Platte Tribs not in list,N Platte Main and Tribs",-104.95155,39.259533,,,504180,4345579,Douglas,Colorado,Sedalia,13N,No,,No,
RiverWatch,Douglas Cty HS (40),Oakland Ranch,59,NonActive,COSPUS10A,"PLUM CREEK, WEST - PLUM CR, NW of Castle Rock",W Plum Cr,"From junction of state hwys 67 & 105 (Perry Pk Rd) south of the town Sedalia, travel 3.5 mi south on 105 to Oaklands Ranch.  Turn right and proceed to bridge.",Sandy Substrate,SP1050,SP,N-34,8S,68W,W Plum Cr,,D8,Sedalia,Upper South Platte,10190002,W High Plains Moderate Relief Rangeland,5890,"S Platte Tribs not in list,N Platte Main and Tribs",-104.9520576,39.38209891,,,504129,4359181,Douglas,Colorado,Castle Rock,13N,No,,No,Aq. Index NULL
RiverWatch,Douglas Cty HS (40),Sutton's Ranch,60,NonActive,COSPUS10A,"PLUM CREEK - CHATFIELD RES, N of Sedalia",Plum Cr,"From junction of US Hwy 85 & state hwy 67 in the town Sedalia, travel 0.2 mi south on 67 to Rio Grande Ave.  Turn right and proceed 1.1 mi to bridge over Plum Creek.",Sandy Substrate,SP0040,SP,N-34,7S,68W,Plum Cr,,D8,Sedalia,Upper South Platte,10190002,W High Plains Moderate Relief Rangeland,5720,"S Platte Tribs not in list,N Platte Main and Tribs",-104.9826158,39.4383434,,,501496,4365422,Douglas,Colorado,Castle Rock,13N,Yes,,No,
RiverWatch,Oak Valley Home Schoolers (454),Above Castle Rock,61,Active,COSPUS10A,"PLUM CREEK, EAST - PLUM CR, S of Sedalia",E Plum Cr,"Depart from southbound I-25 at Exit 181 in the town of Castle Rock.  From exit ramp, turn left onto Plum Cr Pkwy and proceed to first bridge.",Sandy Substrate,SP4727,SP,,8S,67W,E Plum Cr,,C7,Castle Rock South,Upper South Platte,10190002,W High Plains Moderate Relief Rangeland,6207,"S Platte Tribs not in list,N Platte Main and Tribs",-104.864808,39.365586,,,511646,4357356,Douglas,Colorado,Castle Rock,13N,No,,No,"One sample, dead
Aq. Index > 200m"
RiverWatch,Castle Rock JHS (64),Below Castle Rock,62,NonActive,COSPUS10A,"PLUM CREEK, EAST - PLUM CR, S of Sedalia",E Plum Cr,"Station is located at I-25 exit 182 in the town of Castle Rock, under Wolfenburger Rd bridge.",Sandy Substrate,SP0004,SP,N-35,8S,67W,E Plum Cr,,D7,Castle Rock North,Upper South Platte,10190002,W High Plains Moderate Relief Rangeland,6160,"S Platte Tribs not in list,N Platte Main and Tribs",-104.8620285,39.3801888,,,511883,4358977,Douglas,Colorado,Castle Rock,13N,No,,No,"One sample, dead
Aq. Index > 200m"
RiverWatch,Kiowa HS (327),Elbert,63,NonActive,COSPLS02,"KIOWA CREEK - S PLATTE R #12, S of Goodrich",Kiowa Cr,"From town of Elbert, travel east on county Rd 98 to bridge over Kiowa Cr.  Station is on east bank, south of ripraff under bridge.  ***Station is on private land - get permission from tenant in trailer house by corrals***",Sandy Substrate,SP0907,SP,P-37,9S,64W,Kiowa Cr,,B5,Elbert,Lower South Platte,10190010,W High Plains Moderate Relief Rangeland,6720,"S Platte Tribs not in list,N Platte Main and Tribs",-104.5332,39.2209,,,540293,4341390,Elbert,Colorado,Elbert,13N,No,,No,AQ Index <400 Feet
RiverWatch,Kiowa HS (327),Elbert Below WWTP,64,NonActive,COSPLS02B,"KIOWA CREEK - S PLATTE R #12, S of Goodrich",Kiowa Cr,,Sandy Substrate,SP0907,SP,P-37,9S,64W,Kiowa Cr,,B5,Elbert,Lower South Platte,10190010,W High Plains Moderate Relief Rangeland,6700,"S Platte Tribs not in list,N Platte Main and Tribs",-104.5321,39.2376,,,540379,4343253,Elbert,Colorado,Elbert,13N,No,,No,
RiverWatch,Kiowa HS (327),Castle Wood Canyon,65,NonActive,COSPCH01,CHERRY CREEK #2 - CHERRY CRK RES to E & W CHERRY,Cherry Cr,"From Franktown go W Hwy 86 for .25 mi to Castle Canyon Rd, turn left and continue 2.25 mi to Homestead Trailhead parking lot, on left inside park, take Homestead trail to RimRock Trail, the left fork at the forks, to the River (old br is gone, but can see it). Guage station.",Sandy Substrate,SP1054,SP,O-35,8S,66W,Cherry Cr,,D7,Castle Rock South,Cherry Creek,10190003,W High Plains Moderate Relief Rangeland,6150,"S Platte Tribs not in list,N Platte Main and Tribs",-104.76398,39.35802693,,,520334,4356535,Douglas,Colorado,Elbert,13N,Yes,,No,5/1/14 - Moved fr COSPCC02.
RFCon,Aspen MS (43),Hwy 82 Br,66,NonActive,COUCRF03A,"CASTLE CREEK - ROARING FK R, SW of Aspen",Castle Cr,"From downtown Aspen, travel approx 1 mi west on state hwy 82 to bridge over Castle Cr.",Chemical,CR4368,CO,P-19,10S,85W,Castle Cr,,B7,Aspen,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7867,Roaring Fork,-106.8332391,39.19510661,,,341688,4340029,Pitkin,Colorado,Aspen,13N,No,,No,
RFCon,Aspen MS (43),Herron Park Br,67,NonActive,COUCRF03A,ROARING FORK R #4 - ASPEN to LINCOLN CR,Roaring Fk,"From state hwy 82 within the town of Aspen, turn north on 3rd St and proceed approx 1/2 mi to Herron Pk.  Station is at bridge in park.",Chemical,,CO,P-19,10S,85W,Roaring Fk,,B7,Aspen,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7800,Roaring Fork,-106.8239393,39.20085691,,,342504,4340651,Pitkin,Colorado,Aspen,13N,No,,No,"4/17/13 - BS moved WBID fr COUCRF02.
Aq. Index NULL"
RFCon,Aspen HS (44),Slaughterhouse,68,Active,COUCRF03A,ROARING FORK R #3 - BASALT to ASPEN,Roaring Fk,"From state hwy 82 in the town Aspen, turn north onto Cemetary Lane (county Rd 19) and proceed approx 1.1 mi to bridge over Roaring Fork River.",Chemical,CR2725,CO,P-19,10S,85W,Roaring Fk,,B7,Aspen,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7716,Roaring Fork,-106.839672,39.21088999,,,341168,4341792,Pitkin,Colorado,Aspen,13N,Yes,,No,4/17/13 – BS moved WBID fr COUCRF02.
RFCon,Aspen HS (44),Highlands,69,NonActive,COUCRF03A,"MAROON CREEK - ROARING FK R, SW of Aspen",Maroon Cr,"From state hwy 82 in the town Aspen, turn south onto Maroon Cr Rd (county Rd 13) and proceed approx 2 mi to Maroon Creek.",Chemical,CR0380,CO,P-19,10S,85W,Maroon Cr,,B7,Aspen,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,8021,Roaring Fork,-106.8616615,39.17827542,,,339195,4338211,Pitkin,Colorado,Aspen,13N,No,,No,"4/17/13 - BS moved WBID from COUCRF01.
Aq. Index > 200m"
RFCon,Aspen Community Sch (45),Woody Cr Br,70,NonActive,COUCRF03A,WOODY CREEK #1 - ROARING FK R to USFS BNDRY,Woody Cr,"From the town of Woody Creek, travel approx 1/2 mi north on county road 17 to bridge over Woody Cr.",Chemical,CR0070,CO,O-18,9S,85W,Woody Cr,,C8,Woody Creek,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7180,Roaring Fork,-106.8885226,39.27737666,,,337104,4349258,Pitkin,Colorado,Aspen,13N,No,,No,4/17/13 - BS moved WBID from COUCRF01.
RFCon,Roaring Fork Conservancy (291),Gerbaz Br,71,Active,COUCRF03A,ROARING FORK R #3 - BASALT to ASPEN,Roaring Fk,"From the town of Woody Creek, intersection of Hwy 82 and Snowmass Cr Rd, head north on county road 17.  Follow Rd 17 approx 3.3 mi to bridge over Roaring Fk River. Park in parking area on far side of bridge adn take sample from bridge.",Chemical,CR0071,CO,O-18,9S,85W,Roaring Fk,,C8,Woody Creek,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7120,Roaring Fork,-106.9216346,39.29786384,,,334296,4351592,Pitkin,Colorado,Aspen,13N,No,,No,4/17/13 – BS moved WBID fr COUCRF02.
RFCon,Basalt HS (47),7-11 Br,72,NonActive,COUCRF03A,ROARING FORK R #3 - BASALT to ASPEN,Roaring Fk,Samples are taken from the bridge on Emma Rd. within the town of Basalt.  (The bridge crossing the Roaring Fk. River.),Chemical,CR0072,CO,O-17,8S,86W,Roaring Fk,,C1,Basalt,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,6600,Roaring Fork,-107.0337335,39.36598248,,,324799,4359364,Pitkin,Colorado,Basalt,13N,No,,No,
RFCon,Basalt HS (47),Upper Basalt Br,73,NonActive,COUCRF06,"FRYINGPAN R, S FK #1 - FRYINGPAN R to BREC DIVERSION",Frying Pan,"From downtown Basalt, travel east on Midland Ave; take first major right turn onto the Pueblo Bridge over the Frying Pan River.",Chemical,CR0073,CO,O-17,8S,86W,Frying Pan,,C1,Basalt,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,6600,Roaring Fork,-107.0304318,39.36900434,,,325091,4359693,Eagle,Colorado,Basalt,13N,No,,No,
RFCon,Carbondale MS (49),Gray Ranch,74,NonActive,COUCRF08,CRYSTAL RIVER #1 - ROARING FK R to REDSTONE,Crystal,"From town of Carbondale, travel south approx 3.4 mi on state hwy 133 to dirt road on left.  Follow dirt road down to Crystal River.",Chemical,CR0074,CO,O-16,8S,88W,Crystal,,C2,Mount Sopris,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6297,Roaring Fork,-107.208149,39.34935117,,,309727,4357871,Pitkin,Colorado,Carbondale,13N,No,,No,
RFCon,Carbondale MS (49),Hatchery,75,NonActive,COUCRF08,CRYSTAL RIVER #1 - ROARING FK R to REDSTONE,Crystal,"From town of Carbondale, travel south approx 1 mi on state hwy 133 to Crystal Hatchery.",Chemical,CR0075,CO,N-16,8S,88W,Crystal,,D2,Carbondale,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6220,Roaring Fork,-107.2046668,39.37736461,,,310103,4360973,Garfield,Colorado,Carbondale,13N,No,,No,
RFCon,Roaring Fork HS (46),Catherine Br,76,NonActive,COUCRF03C,ROARING FORK R #2 - CARBONDALE to BASALT,Roaring Fk,"From junction of state hwys 82 & 133 near Carbondale, travel 3.75 mi east on 82 to county Rd 100.  Turn right and continue 1/2 mi to bridge over Roaring Fork River.",Chemical,CR0076,CO,N-16,7S,87W,Roaring Fk,,D2,Carbondale,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6273,Roaring Fork,-107.1538197,39.39960676,,,314542,4363336,Garfield,Colorado,Carbondale,13N,No,,No,
RFCon,Roaring Fork HS (46),Penny Hot Spgs,77,NonActive,COUCRF08,CRYSTAL RIVER #1 - ROARING FK R to REDSTONE,Crystal,"From town of Redstone, travel 3 mi north on state hwy 133 to dirt road on your right.  Follow dirt road to first bridge.",Chemical,CR0077,CO,P-16,10S,88W,Crystal,,B2,Redstone,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6920,Roaring Fork,-107.2253852,39.22352866,,,307898,4343942,Pitkin,Colorado,Redstone,13N,No,,No,
RFCon,CRMS (Colorado Rocky Mountain School) (48),CRMS Crystal Br,78,NonActive,COUCRF08,CRYSTAL RIVER #1 - ROARING FK R to REDSTONE,Crystal,Station is on Crystal River at bridge just outside CRMS (approx 3/4 mi NW of the town Carbondale). From 82 head south on Hwy 133. Turn right at 1st traffic light. Follow the road 1/2 mile west then 1/2 mile north to the bridge over Crystal River. Sample on south side of bridge.,Chemical,CR0421,CO,N-16,7S,88W,Crystal,,D2,Carbondale,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6100,Roaring Fork,-107.2295226,39.40804533,,,308046,4364431,Garfield,Colorado,Carbondale,13N,Yes,,No,AQ Index <400 Feet
RFCon,CRMS (Colorado Rocky Mountain School) (48),Henke Br,79,NonActive,COUCRF03C,ROARING FORK R #1 - COLO R #4 to CARBONDALE,Roaring Fk,Station is at bridge crossing Roaring Fork River 1/3 mi east of confluence with Crystal River (approx 1.5 mi NW of the town Carbondale).,Chemical,,CO,N-16,7S,88W,Roaring Fk,,D2,Carbondale,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6080,Roaring Fork,-107.2305875,39.41704329,,,307979,4365432,Garfield,Colorado,Glenwood Spgs,13N,No,,No,"4/17/13 – BS moved WBID fr COUCRF08.
Aq. Index NULL"
RiverWatch,Soroco MS (27),Decker Pk,80,NonActive,COUCYA06,OAK CR #1 - YAMPA R #4 to USFS BNDRY,Oak Cr,"From state hwy 131 in town of Oak Creek, turn south onto Moffat Ave (at City Park sign).  Continue 1 blk before turning right onto Colfax Ave.  Proceed about 1/2 blk to where Oak Cr passes under RR bridge on your right; station is on north side of bridge.",Chemical,YM0017,GR,G-18,4N,85W,Oak Cr,,C8,Oak Creek,Yampa,14050001,S Rockies Low to Middle Elevation Semi-Desert Shru,7400,Yampa and White,-106.9573925,40.27525873,,,333585,4460147,Routt,Colorado,Oak Creek,13N,No,,No,5/9/12 - BS fixed HUC (was 14040001). 6/1/12 - chg'd Water Code and HUC.
RiverWatch,Soroco HS (1),Below Stagecoach,81,NonActive,COUCYA02A,YAMPA RIVER #5 - CATAMOUNT DAM to STAGECOACH RS,Yampa,"From town of Oak Creek, travel approx 1.25 mi south on state hwy 131 to county Rd 14.  Turn left and continue 5.6 mi to county Rd 18.  Turn right and proceed 2 miles (to a point about 1/4 mi beyond Stagecoach Res Dam); station is to your right, on Yampa River.",Chemical,YP0942,GR,G-19,4N,84W,Yampa,,C7,Blacktail Mountain,Yampa,14050001,S Rockies Warm and Dry Forests of the Middle to Lo,7040,Yampa and White,-106.8300678,40.28589242,,,344435,4461096,Routt,Colorado,Oak Creek,13N,Yes,,No,
Chatfield State Park,Carson NC (72),Above Marcy G,82,NonActive,COSPUS14,SOUTH PLATTE R # 1B - C-470 to CHATFIELD DAM,S Platte,"From intersection of US Hwy 85 (Santa Fe) & C-470 in city of Littleton, travel 1.2 mi north on 85 to Mineral Ave.  Turn left, then right onto Platte River Dr; proceed to parking lot at end of road and walk west to Arapahoe Greenway Trail.  Follow trail roughly 1.3 mi south to footbridge; station is just upstream from bridge.",Chemical,SP1055,SP,M-33,6S,68W,S Platte,,E1,Littleton,Upper South Platte,10190002,W High Plains Flat to Rolling Cropland,5370,Upper Middle S Platte (Waterton Cyn thru Denver),-105.0423292,39.56563844,,,496364,4379550,Douglas,Colorado,Littleton,13N,No,,No,
Chatfield State Park,Highlands Homeschool (439),Below Marcy G,83,Active,COSPUS14,SOUTH PLATTE R # 1A - BEAR CR to C-470,S Platte,"From 470 W exit CO-75/S Platte Canyon rd. Turn R (east) onto S. Platte Canyon rd. Turn R at Depew st. (Boat storage is on the right) onto S. Platte reservoir access rd. Take this dirt road to very last parking lot. From parking lot head R under 470 bridge and continue to fork in road, turn L and go over wooden bridge. Turn L on the path and continue to Marcy gulch inlet, cross over bridge and turn L to head to Platte river below Marcy gulch. ","Biological, Chemical, Physical",SP1017,SP,M-33,5S,68W,S Platte,,E1,Littleton,Upper South Platte,10190002,W High Plains Flat to Rolling Cropland,5360,Upper Middle S Platte (Waterton Cyn thru Denver),-105.0397575,39.56746848,,,496585,4379753,Arapahoe,Colorado,Littleton,13N,No,,No,"moved site slightly in summer 2016 from intersection of US Hwy 85 (Santa Fe) & C-470 in city of Littleton, travel 1.2 mi north on 85 to Mineral Ave.  Turn left, then right onto Platte River Dr; proceed to parking lot at end of road and walk west to Arapahoe Greenway Trail.  Follow trail roughly 1.2 mi south to large concrete drop structure, station is immediately upstream from here---to current description"
